"geoId","state","town","lat","lng","primary"
"4942939","MA","Malden","42.427999999999905","-71.06180000000019","1"
"4942975","MA","Manchester-by-the-Sea","42.57960000000001","-70.76739999999998","1"
"4943021","MA","Mansfield","42.02119999999999","-71.21779999999995","1"
"4943097","MA","Marblehead","42.49839999999996","-70.86529999999996","1"
"4943144","MA","Marion","41.7095","-70.7613","1"
"4943170","MA","Marlborough","42.35089999999995","-71.54339999999982","1"
"4943204","MA","Marshfield","42.10619999999996","-70.6993000000001","1"
"4943227","MA","Marstons Mills","41.6703","-70.4163","1"
"4943297","MA","Mashpee","41.618100000000005","-70.48540000000001","1"
"4943426","MA","Mattapan","42.27390000000001","-71.09390000000002","1"
"4943432","MA","Mattapoisett","41.66179999999999","-70.81640000000002","1"
"4943490","MA","Maynard","42.4321","-71.455","1"
"4943616","MA","Medfield","42.184499999999986","-71.30479999999996","1"
"4943629","MA","Medford","42.417800000000064","-71.11340000000013","1"
"4943648","MA","Medway","42.151399999999995","-71.42170000000002","1"
"4943677","MA","Melrose","42.458100000000044","-71.06320000000004","1"
"4943746","MA","Mendon","42.0967","-71.5499","1"
"4943784","MA","Merrimac","42.8346","-71.0047","1"
"4943828","MA","Methuen","42.72870000000009","-71.1833999999999","1"
"4943888","MA","Middleboro","41.888400000000026","-70.89300000000001","1"
"4943926","MA","Middleton","42.5942","-71.01300000000002","1"
"4943958","MA","Milford","42.15110000000003","-71.52739999999996","1"
"4944122","MA","Millbury","42.19679999999999","-71.76440000000001","1"
"4944154","MA","Millers Falls","42.582","-72.4926","1"
"4944173","MA","Millis","42.16689999999997","-71.36069999999997","1"
"4944189","MA","Millville","42.0331","-71.5798","1"
"4944193","MA","Milton","42.253700000000016","-71.07709999999999","1"
"4944350","MA","Monson","42.101","-72.3196","1"
"4944383","MA","Monterey","42.1867","-73.2065","1"
"4944405","MA","Monument Beach","41.7196","-70.612","1"
"4944413","MA","Montague","42.5429","-72.5328","1"
"4944903","MA","Nantucket","41.272500000000015","-70.09320000000001","1"
"4944994","MA","Natick","42.303035","-71.349191","1"
"4945055","MA","Needham","42.27979999999998","-71.2501000000001","1"
"4945063","MA","Needham Heights","42.294499999999985","-71.2328","0"
"4945121","MA","New Bedford","41.64706292134826","-70.93691460674148","1"
"4945254","MA","Newbury Old Town","42.7835","-70.8474","0"
"4945256","MA","Newburyport","42.813000000000045","-70.88470000000004","1"
"4945283","MA","Newton","42.351734782608695","-71.18814782608695","1"
"4945289","MA","Newton Center","42.32909999999998","-71.1815","0"
"4945304","MA","Newton Highlands","42.3168","-71.2084","0"
"4945310","MA","Newton Lower Falls","42.3299","-71.2562","0"
"4945327","MA","Newton Upper Falls","42.312900000000006","-71.2195","0"
"4945333","MA","Newtonville","42.35199999999999","-71.2084","0"
"4945453","MA","Norfolk","42.117700000000006","-71.32690000000001","1"
"4945486","MA","North Adams","42.695499999999846","-73.08000000000031","1"
"4945507","MA","North Attleboro","41.977499999999985","-71.32979999999999","0"
"4945520","MA","North Billerica","42.57569999999999","-71.29020000000001","0"
"4945548","MA","North Brookfield","42.2665","-72.0821","0"
"4945584","MA","North Chelmsford","42.6347","-71.3908","0"
"4945601","MA","North Dartmouth","41.63380000000001","-70.9958","0"
"4945604","MA","North Dighton","41.8529","-71.1485","0"
"4945609","MA","North Easton","42.06083333333331","-71.10389999999998","0"
"4945622","MA","North Falmouth","41.6417","-70.623","0"
"4945628","MA","North Grafton","42.229699999999994","-71.70370000000001","0"
"4945696","MA","North Oxford","42.1655","-71.886","0"
"4945734","MA","North Reading","42.581900000000005","-71.09470000000005","1"
"4945798","MA","North Truro","42.0338","-70.0875","0"
"4945810","MA","North Weymouth","42.2459","-70.9467","0"
"4945819","MA","Northampton","42.32205555555558","-72.63179444444444","1"
"4945840","MA","Northborough","42.31819999999998","-71.64640000000004","1"
"4945848","MA","Northbridge","42.1494","-71.6564","1"
"4945878","MA","Northfield","42.6887","-72.451","1"
"4945911","MA","Norton","41.97180000000002","-71.18939999999999","1"
"4945936","MA","Norwell","42.15959999999998","-70.82169999999998","1"
"4945952","MA","Norwood","42.186799999999955","-71.20330000000007","1"
"4946027","MA","Nutting Lake","42.5379","-71.2689","0"
"4946056","MA","Oak Bluffs","41.4543","-70.562","1"
"4946136","MA","Oakham","42.348","-72.0513","1"
"4946383","MA","Orange","42.61290000000006","-72.29240000000009","1"
"4946410","MA","Orleans","41.7792","-69.98220000000002","1"
"4946441","MA","Osterville","41.63","-70.3837","1"
"4946445","MA","Otis","42.1931","-73.0918","1"
"4946546","MA","Oxford","42.11500399999999","-71.869392","1"
"4946620","MA","Palmer","42.1762","-72.3288","1"
"4946853","MA","Paxton","42.3066","-71.9202","1"
"4946863","MA","Peabody","42.5326","-70.96120000000008","1"
"4946956","MA","Pembroke","42.062099999999994","-70.8044","1"
"4946990","MA","Pepperell","42.6689","-71.59339999999999","1"
"4947085","MA","Petersham","42.4898","-72.1893","1"
"4947459","MA","Pittsfield","42.452212332439245","-73.24682573726582","1"
"4947490","MA","Plainville","42.01240000000001","-71.3275","1"
"4947597","MA","Plymouth","41.913700000000034","-70.63929999999988","1"
"4947655","MA","Pocasset","41.6881","-70.6105","1"
"4947998","MA","Princeton","42.4508","-71.8762","1"
